query, subject,identity, alignment_length, mismatches, gap_opens, q_start, q_end, s_start, s_end, evalue, bit_score,positives
ACM51143.2;Second_top_feature;Babuvirus,AKO71176.1,100,23,0,0,1,23,56,78,9.14E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71173.1,100,23,0,0,1,23,56,78,9.14E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,BAB83925.1,100,23,0,0,1,23,56,78,9.14E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ASU43932.1,100,23,0,0,1,23,56,78,9.17E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ASU43932.1,100,23,0,0,1,23,56,78,9.17E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57226.1,100,23,0,0,1,23,61,83,9.18E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AAC98792.1,100,23,0,0,1,23,61,83,9.20E-08,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,ADO85413.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ASV46567.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71277.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71222.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71182.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71171.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AEL32437.1,100,23,0,0,1,23,56,78,9.24E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71259.1,100,23,0,0,1,23,56,78,9.33E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71207.1,100,23,0,0,1,23,56,78,9.33E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ACV30230.1,100,23,0,0,1,23,56,78,9.33E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ACZ59089.1,100,23,0,0,1,23,61,83,9.37E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ABK96868.1,100,23,0,0,1,23,61,83,9.37E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71249.1,100,23,0,0,1,23,56,78,9.43E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71212.1,100,23,0,0,1,23,56,78,9.43E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71153.1,100,23,0,0,1,23,56,78,9.43E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AEL32431.1,100,23,0,0,1,23,56,78,9.43E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AAD53057.1,100,23,0,0,1,23,56,78,9.53E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71274.1,100,23,0,0,1,23,56,78,9.53E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71269.1,100,23,0,0,1,23,56,78,9.53E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71166.1,100,23,0,0,1,23,56,78,9.53E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71161.1,100,23,0,0,1,23,56,78,9.53E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57219.1,100,23,0,0,1,23,61,83,9.57E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57207.1,100,23,0,0,1,23,61,83,9.57E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AEV53368.1,100,23,0,0,1,23,61,83,9.57E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AEF13041.1,100,23,0,0,1,23,61,83,9.57E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71230.1,100,23,0,0,1,23,56,78,9.63E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ABY84647.1,100,23,0,0,1,23,56,78,9.63E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ACT36296.1,100,23,0,0,1,23,61,83,9.67E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ACN79534.1,100,23,0,0,1,23,56,78,9.74E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71255.1,95.652,23,1,0,1,23,56,78,9.74E-08,53.5,95.65
ACM51143.2;Second_top_feature;Babuvirus,AKO71221.1,100,23,0,0,1,23,56,78,9.74E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57217.1,100,23,0,0,1,23,61,83,9.78E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ACM51143.2,100,23,0,0,1,23,61,83,9.88E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71209.1,100,23,0,0,1,23,56,78,9.94E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AEL32432.1,100,23,0,0,1,23,56,78,9.94E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ARE67988.1,100,23,0,0,1,23,56,78,9.98E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57228.1,100,23,0,0,1,23,61,83,9.98E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57224.1,100,23,0,0,1,23,61,83,9.98E-08,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,BAO52956.1,100,23,0,0,1,23,56,78,1.00E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57201.1,100,23,0,0,1,23,61,83,1.01E-07,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71159.1,100,23,0,0,1,23,56,78,1.02E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57199.1,100,23,0,0,1,23,61,83,1.04E-07,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71219.1,100,23,0,0,1,23,56,78,1.05E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,AON96269.1,100,23,0,0,1,23,61,83,1.05E-07,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,AEL32435.1,100,23,0,0,1,23,56,78,1.06E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,ACZ59094.1,100,23,0,0,1,23,61,83,1.06E-07,53.5,100
ACM51143.2;Second_top_feature;Babuvirus,ADO85418.1,100,23,0,0,1,23,56,78,1.08E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,CAL90982.1,100,23,0,0,1,23,61,83,1.14E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,ALI57203.1,100,23,0,0,1,23,61,83,1.26E-07,53.1,100
ACM51143.2;Second_top_feature;Babuvirus,YP_001661657.1,95.652,23,1,0,1,23,56,78,2.26E-07,52.4,100
ACM51143.2;Second_top_feature;Babuvirus,ABP96957.1,95.652,23,1,0,1,23,56,78,2.26E-07,52.4,100
ACM51143.2;Second_top_feature;Babuvirus,ADO85404.1,95.652,23,1,0,1,23,61,83,2.34E-07,52.4,100
ACM51143.2;Second_top_feature;Babuvirus,BAC97819.1,95.652,23,1,0,1,23,56,78,2.44E-07,52.4,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71198.1,95.652,23,1,0,1,23,56,78,2.98E-07,52,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71254.1,95.652,23,1,0,1,23,56,78,3.72E-07,52,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71262.1,95.652,23,1,0,1,23,56,78,4.00E-07,51.6,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71238.1,95.652,23,1,0,1,23,56,78,4.49E-07,51.6,100
ACM51143.2;Second_top_feature;Babuvirus,ADO85405.1,91.304,23,2,0,1,23,61,83,5.20E-07,51.6,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71234.1,100,22,0,0,2,23,57,78,5.60E-07,51.2,100
ACM51143.2;Second_top_feature;Babuvirus,AKO71175.1,95.652,23,1,0,1,23,56,78,5.66E-07,51.2,95.65
ACM51143.2;Second_top_feature;Babuvirus,ADO85406.1,91.304,23,2,0,1,23,61,83,7.36E-07,51.2,95.65
ACM51143.2;Second_top_feature;Babuvirus,AEF13038.1,91.304,23,2,0,1,23,61,83,1.34E-06,50.4,91.3
ACM51143.2;Second_top_feature;Babuvirus,AKO71195.1,91.304,23,2,0,1,23,56,78,1.76E-06,50.1,95.65
ACM51143.2;Second_top_feature;Babuvirus,ABH03037.1,95.652,23,1,0,1,23,56,78,2.11E-06,49.7,95.65
ACM51143.2;Second_top_feature;Babuvirus,AAL57032.1,95.652,23,1,0,1,23,56,78,3.95E-06,49.3,95.65
ACM51143.2;Second_top_feature;Babuvirus,ANV20586.1,95.652,23,1,0,1,23,56,78,5.30E-06,48.9,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47920.1,78.261,23,5,0,1,23,56,78,1.64E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47857.1,78.261,23,5,0,1,23,56,78,1.88E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47831.1,78.261,23,5,0,1,23,56,78,1.88E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47864.1,78.261,23,5,0,1,23,56,78,1.90E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47828.1,78.261,23,5,0,1,23,56,78,1.90E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47823.1,78.261,23,5,0,1,23,56,78,1.90E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47811.1,78.261,23,5,0,1,23,56,78,1.90E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,YP_009508036.1,78.261,23,5,0,1,23,56,78,1.90E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47816.1,78.261,23,5,0,1,23,56,78,1.92E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47806.1,78.261,23,5,0,1,23,56,78,1.92E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47894.1,78.261,23,5,0,1,23,56,78,1.94E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47881.1,78.261,23,5,0,1,23,56,78,1.96E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47868.1,78.261,23,5,0,1,23,56,78,1.96E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47810.1,78.261,23,5,0,1,23,56,78,1.96E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AGG38925.1,78.261,23,5,0,1,23,56,78,2.00E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47886.1,78.261,23,5,0,1,23,56,78,2.04E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47885.1,78.261,23,5,0,1,23,56,78,2.04E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47912.1,78.261,23,5,0,1,23,56,78,2.07E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47958.1,78.261,23,5,0,1,23,56,78,2.11E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47929.1,78.261,23,5,0,1,23,56,78,2.11E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47904.1,78.261,23,5,0,1,23,56,78,2.11E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47856.1,78.261,23,5,0,1,23,56,78,2.11E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47809.1,78.261,23,5,0,1,23,56,78,2.13E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47891.1,78.261,23,5,0,1,23,56,78,2.15E-05,47.4,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47911.1,78.261,23,5,0,1,23,56,78,2.18E-05,47,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47910.1,78.261,23,5,0,1,23,56,78,2.18E-05,47,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47874.1,78.261,23,5,0,1,23,56,78,2.18E-05,47,95.65
ACM51143.2;Second_top_feature;Babuvirus,AEF13035.1,86.957,23,3,0,1,23,61,83,2.29E-05,47,91.3
ACM51143.2;Second_top_feature;Babuvirus,AGG38928.1,78.261,23,5,0,1,23,56,78,2.57E-05,47,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47849.1,78.261,23,5,0,1,23,56,78,2.89E-05,47,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47909.1,78.261,23,5,0,1,23,56,78,5.92E-05,45.8,91.3
ACM51143.2;Second_top_feature;Babuvirus,AHF47919.1,73.913,23,6,0,1,23,56,78,7.07E-05,45.8,95.65
ACM51143.2;Second_top_feature;Babuvirus,AHF47902.1,73.913,23,6,0,1,23,56,78,1.06E-04,45.4,91.3
ACM51143.2;Second_top_feature;Babuvirus,ALE66359.1,94.444,18,1,0,6,23,1,18,0.001,41.6,100
ACM51143.2;Second_top_feature;Babuvirus,ASU43922.1,85.714,14,2,0,1,14,56,69,7.1,32.3,92.86
ACM51143.2;Second_top_feature;Babuvirus,ASU43922.1,85.714,14,2,0,1,14,56,69,7.1,32.3,92.86
BAO52956.1;Second_top_feature;Babuvirus,BAO52956.1,100,30,0,0,1,30,13,42,1.90E-11,63.5,100
BAO52956.1;Second_top_feature;Babuvirus,ATY41386.1,96.552,29,1,0,1,29,9,37,5.17E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAP23061.1,96.552,29,1,0,1,29,5,33,5.59E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEX07802.1,96.552,29,1,0,1,29,5,33,7.31E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AVP27302.1,96.552,29,1,0,1,29,4,32,8.03E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,BAC97819.1,96.552,29,1,0,1,29,13,41,8.66E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAL57032.1,96.552,29,1,0,1,29,13,41,8.85E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ADO85413.1,96.552,29,1,0,1,29,13,41,8.95E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASV46566.1,96.552,29,1,0,1,29,13,41,8.95E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEF97830.1,96.552,29,1,0,1,29,13,41,8.95E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57226.1,96.552,29,1,0,1,29,18,46,8.99E-10,59.3,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAD53060.1,96.552,29,1,0,1,29,13,41,9.04E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ABH03037.1,96.552,29,1,0,1,29,13,41,9.04E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,BAB83925.1,96.552,29,1,0,1,29,13,41,9.14E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEL32439.1,96.552,29,1,0,1,29,13,41,9.14E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57201.1,96.552,29,1,0,1,29,18,46,9.28E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57199.1,96.552,29,1,0,1,29,18,46,9.28E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AGI99515.1,96.552,29,1,0,1,29,18,46,9.28E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAD53057.1,96.552,29,1,0,1,29,13,41,9.33E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71171.1,96.552,29,1,0,1,29,13,41,9.33E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ABY84647.1,96.552,29,1,0,1,29,13,41,9.33E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57228.1,96.552,29,1,0,1,29,18,46,9.38E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASV46567.1,96.552,29,1,0,1,29,13,41,9.43E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASV46570.1,96.552,29,1,0,1,29,13,41,9.43E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71283.1,96.552,29,1,0,1,29,13,41,9.43E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ACZ59091.1,96.552,29,1,0,1,29,18,46,9.58E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ADO85405.1,96.552,29,1,0,1,29,18,46,9.58E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASU43922.1,96.552,29,1,0,1,29,13,41,9.58E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASU43922.1,96.552,29,1,0,1,29,13,41,9.58E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57208.1,96.552,29,1,0,1,29,18,46,9.58E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASU43932.1,96.552,29,1,0,1,29,13,41,9.59E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ASU43932.1,96.552,29,1,0,1,29,13,41,9.59E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEF13038.1,96.552,29,1,0,1,29,18,46,9.68E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALN12275.1,96.552,29,1,0,1,29,11,39,9.83E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71241.1,96.552,29,1,0,1,29,13,41,9.84E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57224.1,96.552,29,1,0,1,29,18,46,9.89E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57217.1,96.552,29,1,0,1,29,18,46,9.89E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57207.1,96.552,29,1,0,1,29,18,46,9.89E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ADO85418.1,96.552,29,1,0,1,29,13,41,9.95E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAD53058.1,96.552,29,1,0,1,29,13,41,9.95E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71195.1,96.552,29,1,0,1,29,13,41,9.95E-10,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AON96269.1,96.552,29,1,0,1,29,18,46,1.00E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ACT36296.1,96.552,29,1,0,1,29,18,46,1.00E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ABK96868.1,96.552,29,1,0,1,29,18,46,1.00E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ACZ59089.1,96.552,29,1,0,1,29,18,46,1.01E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAF78038.1,96.552,29,1,0,1,29,13,41,1.02E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71215.1,96.552,29,1,0,1,29,13,41,1.02E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71190.1,96.552,29,1,0,1,29,13,41,1.02E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ABY61231.1,96.552,29,1,0,1,29,13,41,1.02E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AAK15066.1,96.552,29,1,0,1,29,13,41,1.02E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,BAG69618.1,96.552,29,1,0,1,29,13,41,1.03E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ALI57219.1,96.552,29,1,0,1,29,18,46,1.03E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71259.1,96.552,29,1,0,1,29,13,41,1.04E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71179.1,96.552,29,1,0,1,29,13,41,1.04E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ACM51143.2,96.552,29,1,0,1,29,18,46,1.04E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEV53368.1,96.552,29,1,0,1,29,18,46,1.04E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AXF48029.1,96.552,29,1,0,1,29,13,41,1.05E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71275.1,96.552,29,1,0,1,29,13,41,1.05E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71262.1,96.552,29,1,0,1,29,13,41,1.05E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ACN79534.1,96.552,29,1,0,1,29,13,41,1.06E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71182.1,96.552,29,1,0,1,29,13,41,1.06E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71180.1,96.552,29,1,0,1,29,13,41,1.06E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71255.1,96.552,29,1,0,1,29,13,41,1.10E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AKO71221.1,96.552,29,1,0,1,29,13,41,1.10E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEF13037.1,96.552,29,1,0,1,29,18,46,1.11E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,AEF13035.1,96.552,29,1,0,1,29,18,46,1.12E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,CAL90982.1,96.552,29,1,0,1,29,18,46,1.14E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ADO85414.1,96.552,29,1,0,1,29,13,41,1.14E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ANV20586.1,96.552,29,1,0,1,29,13,41,1.18E-09,58.9,96.55
BAO52956.1;Second_top_feature;Babuvirus,ARE67988.1,96.552,29,1,0,1,29,13,41,1.98E-09,58.2,96.55
BAO52956.1;Second_top_feature;Babuvirus,ACV30231.1,93.103,29,2,0,1,29,13,41,3.34E-09,57.4,93.1
